address,beds,baths,type,price,sqft,listing#,sqft_min,sqft_max,sqft_avg,Type,Style,LAT,LONG
460 Adelaide St E 1910 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9362314,500,599,549.5,Condo Apartment,Apartment,43.6529344,-79.36660599999999
38 Dan Leckie Way 626 Toronto,1+1,2,Condo Apt Apartment,2400,800-899,C9261089,800,899,849.5,Condo Apartment,Apartment,43.6374607,-79.39792589999999
238 Simcoe St 2801 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C10441156,600,699,649.5,Condo Apartment,Apartment,43.6534014,-79.38904769999999
205 The Donway Way 430 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9408119,500,599,549.5,Condo Apartment,Apartment,43.7402357,-79.3420886
210 Simcoe St 912 Toronto,1,1,Condo Apt Apartment,2400,0-499,C10416692,0,499,249.5,Condo Apartment,Apartment,43.6525304,-79.3884369
8 Mercer St 420 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C10429206,600,699,649.5,Condo Apartment,Apartment,43.6459498,-79.3897558
3091 Dufferin St 1210 Toronto,1,1,Condo Apt Apartment,2400,0-499,W9389307,0,499,249.5,Condo Apartment,Apartment,43.71531359999999,-79.454618
461 Adelaide St W 437 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10404839,500,599,549.5,Condo Apartment,Apartment,43.6456283,-79.3994816
188 Cumberland St 1207 Toronto,1,1,Condo Apt Apartment,2400,0-499,C9768343,0,499,249.5,Condo Apartment,Apartment,43.6697824,-79.3942951
10 Wilby Cres 1005 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,W9364415,500,599,549.5,Condo Apartment,Apartment,43.6977738,-79.51229479999999
11 Lee Centre Dr 1201 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,E10707724,600,699,649.5,Condo Apartment,Apartment,43.7816784,-79.2449316
5 Concorde Pl 3606 Toronto,1,1,Condo Apt Apartment,2400,800-899,C10406103,800,899,849.5,Condo Apartment,Apartment,43.729872,-79.3272799
50 Bruyeres Mews 1003 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9305128,500,599,549.5,Condo Apartment,Apartment,43.6376722,-79.40213829999999
1190 Dundas St E 1010 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,E10423354,500,599,549.5,Condo Apartment,Apartment,43.6652349,-79.3411672
525 Wilson Ave 306 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C9393364,600,699,649.5,Condo Apartment,Apartment,43.734506,-79.4464144
11 Superior Ave S 609 Toronto,1,1,Condo Apt Apartment,2400,600-699,W10426015,600,699,649.5,Condo Apartment,Apartment,43.61522919999999,-79.4889486
60 Shuter St 2812 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C9239451,500,599,549.5,Condo Apartment,Apartment,43.6550609,-79.3760574
36 Park Lawn Rd 2108 Toronto,1,1,Condo Apt Apartment,2400,600-699,W10405650,600,699,649.5,Condo Apartment,Apartment,43.6235942,-79.4845177
88 Palace Pier Crt 310 Toronto,1,2,Condo Apt Apartment,2400,600-699,W9511186,600,699,649.5,Condo Apartment,Apartment,43.6308105,-79.4753542
711 Bay St 1221 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C9309821,500,599,549.5,Condo Apartment,Apartment,43.658882,-79.3845473
2031 KENNEDY Rd E 2315 Toronto,1,1,Condo Apt Apartment,2400,500-599,E10432974,500,599,549.5,Condo Apartment,Apartment,43.7771706,-79.2847974
5 Defries St 3209 Toronto,1,1,Condo Apt Apartment,2400,0-499,C10432751,0,499,249.5,Condo Apartment,Apartment,43.6605705,-79.3563724
60 Shuter St 807 Toronto,1+1,2,Condo Apt Apartment,2400,600-699,C9387969,600,699,649.5,Condo Apartment,Apartment,43.6550609,-79.3760574
181 Dundas St E 3612 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C10425134,500,599,549.5,Condo Apartment,Apartment,43.6570251,-79.374008
7 Grenville St 2113 Toronto,1,1,Condo Apt Apartment,2400,0-499,C10420058,0,499,249.5,Condo Apartment,Apartment,43.6619464,-79.3838174
15 greenview Ave ph1 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9416991,500,599,549.5,Condo Apartment,Apartment,43.7798124,-79.4181795
88 Harbour St 4701 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10422729,500,599,549.5,Condo Apartment,Apartment,43.6418534,-79.37905649999999
130 Long Branch Ave 23 Toronto,1,1,Condo Townhouse Stacked Townhse,2400,600-699,W10417285,600,699,649.5,Condo Townhouse,Stacked Townhse,43.5958484,-79.5349859
19 Bathurst St 3202 Toronto,1,1,Co-Op Apt Apartment,2400,500-599,C9784953,500,599,549.5,Co-Op Apartment,Apartment,43.6375621,-79.3996469
88 Sheppard Ave E 1906 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C10423842,600,699,649.5,Condo Apartment,Apartment,43.7640041,-79.407116
1030 King St W 1218 Toronto,1,1,Condo Apt Apartment,2400,0-499,C10440756,0,499,249.5,Condo Apartment,Apartment,43.6415878,-79.415938
55 Charles St E 2609 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9349427,500,599,549.5,Condo Apartment,Apartment,43.6688239,-79.3835572
25 Oxley St 904 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10434108,500,599,549.5,Condo Apartment,Apartment,43.6462529,-79.3944679
7 Grenville St 3013 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9385246,500,599,549.5,Condo Apartment,Apartment,43.6619464,-79.3838174
25 Lower Simcoe St 727 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C9399755,600,699,649.5,Condo Apartment,Apartment,43.6414307,-79.38326699999999
33 Lombard St 3304 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10433060,500,599,549.5,Condo Apartment,Apartment,43.6515439,-79.37537809999999
50 Town Centre Crt 305 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,E9415906,600,699,649.5,Condo Apartment,Apartment,43.7732622,-79.2552731
195 Redpath Ave 1616 Toronto,1+1,1,Condo Apt Apartment,2400,0-499,C10422458,0,499,249.5,Condo Apartment,Apartment,43.7101997,-79.3932422
5 Defries St 1713 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C10376814,500,599,549.5,Condo Apartment,Apartment,43.6605705,-79.3563724
736 Bay St 2503 Toronto,1,1,Condo Apt Apartment,2400,600-699,C9971704,600,699,649.5,Condo Apartment,Apartment,43.6594674,-79.3855404
38 Elm St 2506 Toronto,1,1,Condo Apt Apartment,2400,700-799,C10433576,700,799,749.5,Condo Apartment,Apartment,43.6577796,-79.38341299999999
909 Bay St 1602 Toronto,1,1,Condo Apt Apartment,2400,600-699,C9294445,600,699,649.5,Condo Apartment,Apartment,43.6636895,-79.3866053
18 Harbour St 2003 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C9304174,500,599,549.5,Condo Apartment,Apartment,43.6427966,-79.3769891
832 Bay St 4407 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9380667,500,599,549.5,Condo Apartment,Apartment,43.6620809,-79.3865134
83 Redpath Ave 1401 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10432035,500,599,549.5,Condo Apartment,Apartment,43.70650699999999,-79.3918961
111 Elizabeth St 1601 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C9508539,600,699,649.5,Condo Apartment,Apartment,43.6551126,-79.3848059
181 Sheppard Ave E 201 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C10429619,600,699,649.5,Condo Apartment,Apartment,43.7635005,-79.4000727
188 Redpath Ave 702 Toronto,1+1,1,Condo Apt Apartment,2400,700-799,C10420296,700,799,749.5,Condo Apartment,Apartment,43.7098501,-79.3938369
50 Charles St E 2409 Toronto,1,1,Condo Apt Apartment,2400,0-499,C10431667,0,499,249.5,Condo Apartment,Apartment,43.6693054,-79.3838586
50 Town Centre Crt 2604 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,E10420738,500,599,549.5,Condo Apartment,Apartment,43.7732622,-79.2552731
18 Mondeo Dr 1439 Toronto,1,1,Condo Apt Apartment,2400,600-699,E10425336,600,699,649.5,Condo Apartment,Apartment,43.7642438,-79.289862
770 Bay St 1703 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C9356239,600,699,649.5,Condo Apartment,Apartment,43.6600829,-79.3860086
35 Brian Peck Cres 122 Toronto,1,1,Comm Element Condo Apartment,2400,600-699,C10432739,600,699,649.5,Common Element Condo,Apartment,43.7145545,-79.3547894
132 Widdicombe Hill Blvd 306 Toronto,1,1,Condo Townhouse Stacked Townhse,2400,600-699,W10409828,600,699,649.5,Condo Townhouse,Stacked Townhse,43.6759429,-79.5586537
110 Charles St E 505 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9354480,500,599,549.5,Condo Apartment,Apartment,43.66999,-79.380269
80 St Patrick St 622 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C10417825,500,599,549.5,Condo Apartment,Apartment,43.6525069,-79.38980169999999
30 Shore Breeze Dr 539 Toronto,1,1,Condo Apt Apartment,2400,500-599,W9301296,500,599,549.5,Condo Apartment,Apartment,43.62377619999999,-79.47963299999999
18 Maitland Terr 702 Toronto,1+1,1,Condo Apt Apartment,2400,0-499,C9372550,0,499,249.5,Condo Apartment,Apartment,43.6636845,-79.38347259999999
543 Richmond St W 1417 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C9410081,500,599,549.5,Condo Apartment,Apartment,43.6466759,-79.4015991
80 Vanauley St 209 Toronto,1,2,Condo Apt Apartment,2400,600-699,C9394119,600,699,649.5,Condo Apartment,Apartment,43.6498673,-79.39918779999999
15 Holmes Ave 2405 Toronto,1,1,Condo Apt Apartment,2400,0-499,C10409311,0,499,249.5,Condo Apartment,Apartment,43.777866,-79.41419429999999
161 Roehampton Ave 2207 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C10406759,500,599,549.5,Condo Apartment,Apartment,43.70877249999999,-79.3937821
60 Princess St 1514 SE Toronto,1+1,2,Condo Apt Apartment,2400,500-599,C9767824,500,599,549.5,Condo Apartment,Apartment,43.6495699,-79.36650379999999
230 King St E 1801 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10412348,500,599,549.5,Condo Apartment,Apartment,43.6514464,-79.3681507
42 Charles St 1203 Toronto,1,1,Condo Apt Apartment,2400,0-499,C9513667,0,499,249.5,Condo Apartment,Apartment,43.6695837,-79.38416389999999
700 Humberwood Blvd 416 Toronto,1,1,Condo Apt Apartment,2400,600-699,W10430105,600,699,649.5,Condo Apartment,Apartment,43.7247099,-79.6166527
50 Charles St E 2504 Toronto,1,1,Condo Apt Apartment,2400,0-499,C10418933,0,499,249.5,Condo Apartment,Apartment,43.6693054,-79.3838586
18 Holmes Ave 2006 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10414705,500,599,549.5,Condo Apartment,Apartment,43.7784859,-79.4133299
35 Balmuto St S 2307 Toronto,1,1,Condo Apt Apartment,2400,700-799,C9311429,700,799,749.5,Condo Apartment,Apartment,43.6692215,-79.3873579
2033 Kennedy Rd 3703 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,E9389344,500,599,549.5,Condo Apartment,Apartment,43.7769928,-79.28389469999999
500 Doris Ave 1024 Toronto,1,1,Condo Apt Apartment,2400,600-699,C10429776,600,699,649.5,Condo Apartment,Apartment,43.77649359999999,-79.41392379999999
56 Annie Craig Dr 908 Toronto,1,1,Condo Apt Apartment,2400,0-499,W9356072,0,499,249.5,Condo Apartment,Apartment,43.6254787,-79.4788159
88 Harbour St 2301 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9489568,500,599,549.5,Condo Apartment,Apartment,43.6418534,-79.37905649999999
21 Earl St 325 Toronto,1,1,Condo Townhouse Loft,2400,600-699,C10417443,600,699,649.5,Condo Townhouse,Loft,43.667933,-79.3772242
760 Lawrence Ave W 44 Toronto,1,1,Condo Townhouse Stacked Townhse,2400,700-799,W10409895,700,799,749.5,Condo Townhouse,Stacked Townhse,43.71551119999999,-79.4516599
60 Princess St 613 SE Toronto,1,1,Condo Apt Apartment,2400,500-599,C10442771,500,599,549.5,Condo Apartment,Apartment,43.6495699,-79.36650379999999
108 Peter St 5209 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C9507750,500,599,549.5,Condo Apartment,Apartment,43.6476915,-79.3933074
158 Front St E 1004 Toronto,1,1,Condo Apt Apartment,2400,0-499,C10430976,0,499,249.5,Condo Apartment,Apartment,43.6503838,-79.36868199999999
7 Grenville st St W 1713 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9365058,500,599,549.5,Condo Apartment,Apartment,43.6619464,-79.3838174
327 King St W 803 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10408658,500,599,549.5,Condo Apartment,Apartment,43.6461914,-79.39106269999999
5 Soudan Ave 2308 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10414567,500,599,549.5,Condo Apartment,Apartment,43.70432539999999,-79.39716709999999
138 Downes St 7212 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10876789,500,599,549.5,Condo Apartment,Apartment,43.6446392,-79.3713451
480 Front St W 911 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10427595,500,599,549.5,Condo Apartment,Apartment,43.6423804,-79.3968586
10 YORK St 2508 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10432188,500,599,549.5,Condo Apartment,Apartment,43.6411454,-79.38131249999999
77 Shuter St 2511 Toronto,1,1,Condo Apt Apartment,2400,0-499,C10433144,0,499,249.5,Condo Apartment,Apartment,43.6549921,-79.375121
30 Shore Breeze Dr 2122 Toronto,1,1,Condo Apt Apartment,2400,500-599,W9417949,500,599,549.5,Condo Apartment,Apartment,43.62377619999999,-79.47963299999999
770 Bay St 1711 Toronto,1,1,Condo Apt Bachelor/Studio,2400,500-599,C10425838,500,599,549.5,Condo Apartment,Bachelor/Studio,43.6600829,-79.3860086
576 Front St W 410E Toronto,1,1,Condo Apt Apartment,2400,500-599,C10432062,500,599,549.5,Condo Apartment,Apartment,43.6412006,-79.40053309999999
100 Harbour St 4101 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10429125,500,599,549.5,Condo Apartment,Apartment,43.64177249999999,-79.37914599999999
327 King St W 1102 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10417116,500,599,549.5,Condo Apartment,Apartment,43.6461914,-79.39106269999999
7 Grenville St 2512 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10420682,500,599,549.5,Condo Apartment,Apartment,43.6619464,-79.3838174
100 Harbour St 5203 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9417960,500,599,549.5,Condo Apartment,Apartment,43.64177249999999,-79.37914599999999
238 BONIS Ave 721 Toronto,1+0,1,Condo Apt Other,2400,700-799,E10429076,700,799,749.5,Condo Apartment,Other,43.7859188,-79.2904455
197 Yonge St 1204 Toronto,1,1,Condo Apt Bachelor/Studio,2400,500-599,C9395893,500,599,549.5,Condo Apartment,Bachelor/Studio,43.65343590000001,-79.3791875
3 Pemberton Ave 1109 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10416858,500,599,549.5,Condo Apartment,Apartment,43.7805043,-79.413787
35 Brian Peck Cres 1408 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10411687,500,599,549.5,Condo Apartment,Apartment,43.7145545,-79.3547894
20 Edward St 2305 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9418539,500,599,549.5,Condo Apartment,Apartment,43.6569939,-79.3821206
2200 Lake Shore Blvd W 1805 Toronto,1,1,Condo Apt Apartment,2400,500-599,W10417010,500,599,549.5,Condo Apartment,Apartment,43.6228431,-79.4819574
195 McCaul St 413 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C9417514,500,599,549.5,Condo Apartment,Apartment,43.6567194,-79.39214460000001
700 Humberwood Blvd 2116 Toronto,1,1,Condo Apt Apartment,2400,600-699,W10405717,600,699,649.5,Condo Apartment,Apartment,43.7247099,-79.6166527
175 Bamburgh Circ 1906 Toronto,1+1,1,Condo Apt Apartment,2400,800-899,E10875113,800,899,849.5,Condo Apartment,Apartment,43.8123647,-79.32475819999999
8 Tippett Rd 1013 Toronto,1,2,Condo Apt Apartment,2400,600-699,C10408620,600,699,649.5,Condo Apartment,Apartment,43.7324138,-79.4468862
55 Ontario St 402 Toronto,1,1,Condo Apt Loft,2400,500-599,C10432169,500,599,549.5,Condo Apartment,Loft,43.653598,-79.3662319
101 Charles St E 2211 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10422711,500,599,549.5,Condo Apartment,Apartment,43.6696371,-79.3805424
26 Olive Ave 1206 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10405754,500,599,549.5,Condo Apartment,Apartment,43.7793207,-79.4137118
159 Wellesley St E 2607 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C9298827,500,599,549.5,Condo Apartment,Apartment,43.6667703,-79.3748964
2035 Sheppard Ave E 318 Toronto,1,1,Condo Apt Apartment,2400,600-699,C10464534,600,699,649.5,Condo Apartment,Apartment,43.7753305,-79.3358621
88 Corporate Dr 718 Toronto,1+1,1,Condo Apt Apartment,2400,700-799,E9379172,700,799,749.5,Condo Apartment,Apartment,43.7810837,-79.2498276
30 Shore Breeze Dr 1915 Toronto,1,1,Condo Apt Apartment,2400,0-499,W10410144,0,499,249.5,Condo Apartment,Apartment,43.62377619999999,-79.47963299999999
2212 Lake Shore Blvd W 301 Toronto,1,1,Condo Apt Apartment,2400,500-599,W10433861,500,599,549.5,Condo Apartment,Apartment,43.62245670000001,-79.4823366
705 King St W 814 Toronto,1+1,1,Condo Apt Apartment,2400,700-799,C9864514,700,799,749.5,Condo Apartment,Apartment,43.6434899,-79.4039866
2033 Kennedy Rd 2101 Toronto,1+1,1,Comm Element Condo Apartment,2400,500-599,E10424996,500,599,549.5,Common Element Condo,Apartment,43.7769928,-79.28389469999999
700 Humberwood Blvd 2221 Toronto,1,1,Condo Apt Apartment,2400,600-699,W9373189,600,699,649.5,Condo Apartment,Apartment,43.7247099,-79.6166527
633 Bay St 2122 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C10409710,600,699,649.5,Condo Apartment,Apartment,43.6568913,-79.3833976
66 Forest Manor Rd 2705 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10744054,500,599,549.5,Condo Apartment,Apartment,43.7743973,-79.345901
20 Edward St 914 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C9508282,500,599,549.5,Condo Apartment,Apartment,43.6569939,-79.3821206
36 Lisgar St 1205E Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C9399511,600,699,649.5,Condo Apartment,Apartment,43.6420208,-79.4233917
109 Front St E 926 Toronto,1,1,Condo Apt Apartment,2400,600-699,C10430081,600,699,649.5,Condo Apartment,Apartment,43.6493763,-79.3710469
70 Temperance St 1003 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C10424981,600,699,649.5,Condo Apartment,Apartment,43.6505301,-79.3821482
330 Richmond St W 2315 Toronto,1,1,Condo Apt Apartment,2400,600-699,C10440562,600,699,649.5,Condo Apartment,Apartment,43.6489309,-79.3927925
35 Hollywood Ave PH201 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10431809,500,599,549.5,Condo Apartment,Apartment,43.7656295,-79.410051
816 Lansdowne Ave 112 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,W10430727,600,699,649.5,Condo Apartment,Apartment,43.6656792,-79.4475982
38 Cameron St 1013 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9382156,500,599,549.5,Condo Apartment,Apartment,43.64938189999999,-79.39800629999999
17 Bathurst St 1708 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10441927,500,599,549.5,Condo Apartment,Apartment,43.6376464,-79.39901110000001
197 Yonge St 3011 Toronto,1+1,1,Comm Element Condo Apartment,2400,600-699,C10429636,600,699,649.5,Common Element Condo,Apartment,43.65343590000001,-79.3791875
10 Park Lawn Rd 1605 Toronto,1,1,Condo Apt Apartment,2400,500-599,W10432526,500,599,549.5,Condo Apartment,Apartment,43.6233108,-79.48375089999999
1080 Bay St 508 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10421439,500,599,549.5,Condo Apartment,Apartment,43.6669944,-79.3887278
159 DUNDAS St E 505 Toronto,1+1,2,Condo Apt Apartment,2400,600-699,C10433037,600,699,649.5,Condo Apartment,Apartment,43.6567653,-79.3749976
15 Queens Quay E 809 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C10414558,600,699,649.5,Condo Apartment,Apartment,43.6419189,-79.3735985
38 Lee Centre Dr 706 Toronto,1,1,Condo Apt Apartment,2400,500-599,E10418703,500,599,549.5,Condo Apartment,Apartment,43.7817588,-79.2466125
70 Temperance St 807 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C9510563,600,699,649.5,Condo Apartment,Apartment,43.6505301,-79.3821482
197 Yonge St 1211 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C10428232,600,699,649.5,Condo Apartment,Apartment,43.65343590000001,-79.3791875
560 Front St W 903 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9416874,500,599,549.5,Condo Apartment,Apartment,43.64125,-79.3999726
181 BEDFORD Rd 305 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C10430443,500,599,549.5,Condo Apartment,Apartment,43.6748081,-79.3996562
320 Richmond St E 619 Toronto,1,1,Condo Apt Apartment,2400,600-699,C9769214,600,699,649.5,Condo Apartment,Apartment,43.6535819,-79.3687903
60 Shuter St 1210 Toronto,1,1,Condo Apt Apartment,2400,0-499,C10279852,0,499,249.5,Condo Apartment,Apartment,43.6550609,-79.3760574
7 Grenville St 3610 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10406003,500,599,549.5,Condo Apartment,Apartment,43.6619464,-79.3838174
180 Fairview Mall Dr 907 Toronto,1,1,Condo Apt Apartment,2400,0-499,C9397290,0,499,249.5,Condo Apartment,Apartment,43.7802158,-79.34189529999999
5 Concorde Pl 1910 Toronto,1+1,1,Comm Element Condo Apartment,2400,700-799,C10428689,700,799,749.5,Common Element Condo,Apartment,43.729872,-79.3272799
195 Redpath Ave 2508 Toronto,1+1,2,Condo Apt Apartment,2400,500-599,C10440969,500,599,549.5,Condo Apartment,Apartment,43.7101997,-79.3932422
1100 Sheppard St W 1510 Toronto,1+1,1,Condo Apt Apartment,2400,0-499,W10416449,0,499,249.5,Condo Apartment,Apartment,43.7517462,-79.46637489999999
108 Peter St 709 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C10412188,500,599,549.5,Condo Apartment,Apartment,43.6476915,-79.3933074
4978 Yonge St 2310 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9363882,500,599,549.5,Condo Apartment,Apartment,43.76568779999999,-79.4125523
89 McGill St 3104 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C9382975,500,599,549.5,Condo Apartment,Apartment,43.6606215,-79.3786217
5 DEFRIES St 3303 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C9417699,600,699,649.5,Condo Apartment,Apartment,43.6605705,-79.3563724
55 Cooper St PH108 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9390741,500,599,549.5,Condo Apartment,Apartment,43.6449002,-79.37180579999999
100 Harbour St 2803 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10432521,500,599,549.5,Condo Apartment,Apartment,43.64177249999999,-79.37914599999999
50 O'Neill Rd 518 Toronto,1+1,1,Comm Element Condo Apartment,2400,500-599,C10408186,500,599,549.5,Common Element Condo,Apartment,43.7328738,-79.34449599999999
15 Lower Jarvis St 1501 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9372306,500,599,549.5,Condo Apartment,Apartment,43.6452369,-79.36924429999999
35 Brian Peck Cres 1109 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C10432102,500,599,549.5,Condo Apartment,Apartment,43.7145545,-79.3547894
20 Brin Dr 507 Toronto,1,1,Condo Apt Apartment,2400,500-599,W9364847,500,599,549.5,Condo Apartment,Apartment,43.6614939,-79.5118181
25 Greenview Ave 415 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C10406792,600,699,649.5,Condo Apartment,Apartment,43.7804536,-79.4184528
21 Carlton St 2903 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10418072,500,599,549.5,Condo Apartment,Apartment,43.6612321,-79.3819474
425 Front St E 513 Toronto,1+1,2,Condo Apt Apartment,2400,500-599,C10403009,500,599,549.5,Condo Apartment,Apartment,43.6526799,-79.35710999999999
30 Nelson St 2803 Toronto,1,1,Condo Apt Apartment,2400,0-499,C9260039,0,499,249.5,Condo Apartment,Apartment,43.6490142,-79.3885152
85 East Liberty St 603 Toronto,1,1,Condo Apt Apartment,2400,600-699,C10404943,600,699,649.5,Condo Apartment,Apartment,43.6381606,-79.4155672
5 Defries St 525 Toronto,1+1,1,Condo Apt Apartment,2400,700-799,C10463686,700,799,749.5,Condo Apartment,Apartment,43.6605705,-79.3563724
39 Queens Quay E 441 Toronto,1,1,Condo Apt Apartment,2400,600-699,C10424094,600,699,649.5,Condo Apartment,Apartment,43.6416066,-79.3719866
630 Queen St E 308 Toronto,1,1,Condo Apt Apartment,2400,500-599,E9417201,500,599,549.5,Condo Apartment,Apartment,43.6584078,-79.35265009999999
60 Berwick Ave 704 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10425571,500,599,549.5,Condo Apartment,Apartment,43.704627,-79.4001574
99 The Donway W 810 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9768068,500,599,549.5,Condo Apartment,Apartment,43.73388910000001,-79.3467757
158 Front St E 522 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C10425728,500,599,549.5,Condo Apartment,Apartment,43.6503838,-79.36868199999999
15 Mercer St 302 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C10707772,500,599,549.5,Condo Apartment,Apartment,43.64556959999999,-79.39015359999999
500 Doris Ave 2525 Toronto,1,1,Condo Apt Apartment,2400,600-699,C10429644,600,699,649.5,Condo Apartment,Apartment,43.77649359999999,-79.41392379999999
20 Edward St 2805 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C10441850,500,599,549.5,Condo Apartment,Apartment,43.6569939,-79.3821206
1787 St. Clair Ave W 414 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,W10441279,500,599,549.5,Condo Apartment,Apartment,43.6735145,-79.46209689999999
36 Zorra St 404 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,W9392796,600,699,649.5,Condo Apartment,Apartment,43.619725,-79.5218167
250 Wellington St W 330 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C10440561,500,599,549.5,Condo Apartment,Apartment,43.6450815,-79.3907808
60 Princess St 1226 SE Toronto,1+1,2,Condo Apt Apartment,2400,500-599,C10300315,500,599,549.5,Condo Apartment,Apartment,43.6495699,-79.36650379999999
2200 Lake Shore Blvd W 3605 Toronto,1,1,Condo Apt Apartment,2400,500-599,W10432230,500,599,549.5,Condo Apartment,Apartment,43.6228431,-79.4819574
8 Eglinton Ave E 5104 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C9768311,500,599,549.5,Condo Apartment,Apartment,43.7072077,-79.3977826
386 Yonge St 513 Toronto,1,3,Condo Apt Loft,2400,600-699,C10707875,600,699,649.5,Condo Apartment,Loft,43.65911070000001,-79.38361040000001
36 Zorra St 3301 Toronto,1,1,Condo Apt Apartment,2400,0-499,W9344223,0,499,249.5,Condo Apartment,Apartment,43.619725,-79.5218167
188 Fairview Mall Dr 2510 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C10422780,600,699,649.5,Condo Apartment,Apartment,43.780235,-79.3413302
